Reading_Time_Minutes,Visitors_Per_Day,Engagement_Index,Digitization_Progress,Metadata_Accuracy,Institution_Type,Project_Type,Region,Time_Period_Focus,Primary_Tool_Used
32.00728841064207,719.3402407334677,10.754625813772979,1.4430536236037892,95.51729675762326,Library,Digitization,Oceania,1900-2000,TEI
37.70554935482985,910.0495199636846,,0.8549996896745223,96.06808766989268,University,Visualization,Asia,Post-2000,Omeka
30.524491728850244,188.72101993533954,10.034987343613414,0.3366469052390435,96.08601598576696,Independent Lab,Digitization,North America,1500-1800,Voyant Tools
38.742395700170036,246.14919279883887,8.963320928957812,2.1619886969362208,94.52387638936203,Museum,Visualization,North America,1900-2000,Omeka
17.45086713305128,972.1052349485232,9.048961358722433,0.8142438305062806,94.98014635881816,Independent Lab,Visualization,Asia,Pre-1500,Voyant Tools
34.83565123157612,189.68143418529488,7.689603433553948,1.5813743970937195,95.58453537198598,Museum,Visualization,Africa,1500-1800,Python
30.994349208090856,856.2488204058834,,0.8404094897136485,95.17234297532828,Museum,Preservation,Oceania,1800-1900,Voyant Tools
29.087895662870658,,9.489804104593992,2.2868519576175235,95.46613022558248,Archive,Text Analysis,Africa,Pre-1500,Voyant Tools
30.806278971577512,255.0730439316453,8.547266655141577,3.063102510634452,95.85664291314545,Archive,Text Analysis,Asia,1900-2000,Voyant Tools
20.877670306495535,872.5083039557862,10.092807805929807,,95.34666454516727,Library,Crowdsourcing,Oceania,1800-1900,R
29.12793607381244,451.37193003393884,10.375244779178509,,,Independent Lab,Preservation,North America,1800-1900,Voyant Tools
32.74861999705873,520.1649964107933,7.730926804724524,1.0748660095979004,95.26649479440171,Museum,Crowdsourcing,North America,Pre-1500,Python
37.844229232407585,366.00228616366803,9.456203586626486,1.0760300926076196,95.00546084763603,Library,Text Analysis,Africa,1900-2000,TEI
27.81260537833176,597.3096141804781,8.508108780295979,,95.15943318965002,University,Text Analysis,Europe,Pre-1500,Python
25.962183437134062,,8.150446668367191,1.4436012108796685,95.9202224769431,Museum,Text Analysis,Asia,1500-1800,TEI
27.66624956887732,397.25296923034307,7.801751837213082,1.1855836963619284,94.31169105807984,University,Digitization,Asia,1500-1800,R
,970.2119119105346,6.927125322910234,0.8756243779919557,96.50230100305846,Library,Crowdsourcing,Africa,Post-2000,R
32.20238626119842,265.93687949101627,9.939308576450285,0.7133320754173712,95.92788050683143,Archive,Preservation,Asia,1800-1900,R
27.854368147464807,660.6262436623792,10.390251860885279,0.8047031391413697,95.3892788175087,Library,Crowdsourcing,North America,Post-2000,TEI
32.90630305996678,332.67433800424794,9.127838108124875,3.3867959854051843,93.77547190458635,University,Text Analysis,Africa,1900-2000,Python
30.602396744240203,,9.537520170341116,0.4457194127924184,95.51254378091636,Museum,Preservation,North America,1500-1800,Omeka
35.35651163976444,140.40601428696633,8.880624306987105,,95.2895704709556,Independent Lab,Crowdsourcing,Oceania,Post-2000,R
,970.3487080574592,8.456824694145809,0.6811695487208189,95.32214878113554,Library,Text Analysis,Oceania,1500-1800,TEI
28.89959265641116,,8.36230591638887,2.514474206121762,95.44482562039587,Museum,Text Analysis,Europe,1500-1800,Python
28.832848491939213,244.67492104119933,9.63630509763883,1.3677992785484956,96.56065467773168,Archive,Preservation,Asia,1500-1800,R
22.932566751039406,83.18974152051254,10.318369748692774,4.351552218191451,95.91142204875088,Archive,Visualization,Oceania,Pre-1500,Voyant Tools
31.923370025922882,178.91709978616535,,4.037869053905612,94.63433935171096,Archive,Preservation,Asia,Post-2000,Python
31.68235664169945,525.4709637174575,10.711241834120848,1.397606535613204,95.11867986910228,Museum,Visualization,North America,1800-1900,TEI
30.509197178712306,344.43558106697344,7.2606028486944,4.0216549331167695,95.82199556239512,Library,Digitization,Africa,Post-2000,Omeka
29.07033758952426,831.5336142254833,,9.294989447922559,,Museum,Preservation,Oceania,1800-1900,Omeka
23.26280705324793,436.94608981998783,10.0617030360122,3.5504937269133925,95.78345950768166,Museum,Visualization,Africa,Post-2000,Omeka
28.672372191273205,,10.341529376304985,3.082669213978045,94.83714926501617,Independent Lab,Crowdsourcing,Oceania,Post-2000,Voyant Tools
28.968022090666153,621.6476956500898,9.179982753569089,1.420433047981402,96.08204354378093,Independent Lab,Text Analysis,Asia,1500-1800,Python
26.885137476591908,710.3815401949914,,1.8242810778659981,96.19540144513012,Library,Digitization,Oceania,1800-1900,R
30.055594720969953,175.76785858044036,9.965412882933887,0.5282716319859516,95.75609330032214,Independent Lab,Preservation,Oceania,1800-1900,Python
32.50222444617269,176.46568650173447,,0.8688146882720821,95.67810023233461,Archive,Visualization,North America,1800-1900,Omeka
39.68874927085265,46.98123132860754,9.59763960643238,10.977639180533924,95.88491777707335,Independent Lab,Crowdsourcing,Europe,Post-2000,Voyant Tools
31.255562310059197,739.157212758884,9.864453906407576,0.8533117977143839,95.64274096591006,Archive,Visualization,North America,1800-1900,Omeka
32.07640797221382,667.561293807487,9.075566117661946,3.028889409643668,95.81428425682607,Library,Preservation,Africa,Post-2000,TEI
29.848152744069164,,9.401251770191246,2.9323291495973915,94.95547671502435,Museum,Visualization,Asia,Pre-1500,Python
21.107320024704794,846.7063153344052,10.253689135361663,3.920751249314988,95.85922476409999,Museum,Preservation,Asia,1500-1800,Voyant Tools
30.667592016553915,808.3548835801527,9.757662640863629,9.30444768546485,95.48583782204055,Independent Lab,Visualization,Oceania,1900-2000,Omeka
30.713577021905135,590.3932483833846,4.024967313653205,1.3223243633948956,95.18697885679424,Archive,Text Analysis,Asia,Pre-1500,Voyant Tools
42.669306827926434,869.7572909193261,9.683067074502059,0.3424813897354144,94.90483015505795,University,Preservation,Europe,1800-1900,TEI
29.573847083494385,214.14650792990057,8.358138765021014,1.4770801911370741,95.22614501410884,University,Preservation,Europe,1500-1800,TEI
32.208555263968066,120.9995095892506,9.781989398757977,0.4834250148609346,95.96528661187232,University,Digitization,Oceania,1500-1800,Python
30.089790842873782,,9.855260901796619,1.0328278509238218,95.27223541731829,Museum,Text Analysis,Oceania,1500-1800,Voyant Tools
,67.3600170294217,10.274041781465613,1.4417705682879993,95.18166811888042,Museum,Preservation,Africa,1500-1800,Omeka
36.1130447091751,536.2621217515217,9.759971906093947,2.5927236242370917,96.26068821970652,Archive,Crowdsourcing,Oceania,1800-1900,Omeka
34.50845329533387,937.4725050108119,5.309743569731777,1.8237733884048688,95.45745474029407,Independent Lab,Visualization,North America,1500-1800,R
34.29715261321523,49.37480946872455,9.491638321007887,0.6012530274316246,96.33264658930895,University,Crowdsourcing,North America,1900-2000,Omeka
26.007614230026306,131.38792498212652,,1.8677280535244998,94.83249075928588,Archive,Visualization,North America,1900-2000,Python
37.1924573019805,458.44185501280094,10.100257790911245,0.6647311770876324,95.28116186567844,Archive,Visualization,Europe,1500-1800,TEI
23.304617465638596,935.3022395167259,9.546890781354877,0.272242068358059,95.5921276143633,Independent Lab,Digitization,Asia,Post-2000,Omeka
33.152851602801356,323.588193897483,10.485485320523305,2.8211641038023654,95.55695571482956,Archive,Preservation,Africa,1800-1900,R
41.525990748249896,512.9187635452085,10.813683854378198,2.237788555383449,95.48828734923052,Independent Lab,Visualization,Oceania,1900-2000,Python
25.23010282694656,51.95811469088818,8.710556935385634,2.1674745349641324,95.89177140848008,Library,Digitization,Africa,1900-2000,Python
27.91466760998614,157.80299401136796,9.114161808819278,0.3664697159914971,94.78811952262296,Independent Lab,Crowdsourcing,Europe,1900-2000,Python
,987.1199190361584,,3.3828853670393504,95.27894937714541,University,Digitization,Oceania,Pre-1500,Python
27.672789227219006,966.134186481785,,2.2855067376709397,94.35110310533496,University,Crowdsourcing,Oceania,Pre-1500,Python
22.983795092569338,15.840719942865519,10.503416861953204,2.090683447211378,94.9479976276384,Independent Lab,Preservation,Europe,1900-2000,Python
30.577676245930135,953.2811907707066,5.590868720488539,1.913509551578279,96.57894837825047,Library,Visualization,Asia,Post-2000,TEI
24.930537949169473,643.2401529524453,10.28242556076421,3.01470336199983,94.84246577050398,Library,Text Analysis,Oceania,1800-1900,TEI
32.63336752647591,,7.284671249747838,1.3351016430379172,94.80930603539552,University,Crowdsourcing,Asia,1800-1900,R
,,9.245564391172842,1.3416526742757284,95.56283196300767,Library,Visualization,Europe,1900-2000,Omeka
38.5846125051877,520.5622583535578,7.586544736135424,,96.34377844448177,Archive,Text Analysis,Africa,1900-2000,Voyant Tools
26.920068248318813,494.447455836251,4.0875107108995765,2.7581191415795496,94.78136484959698,Museum,Text Analysis,Oceania,1800-1900,TEI
28.745719792271625,670.4264367636433,10.456125255652083,1.4324928928018839,94.77900611198032,Archive,Crowdsourcing,Asia,Post-2000,Voyant Tools
34.846524567348354,,5.187302089360518,2.252018694784327,95.98128019078982,University,Visualization,Oceania,Pre-1500,R
23.965556910530225,39.70357749225118,10.070039183762567,1.3191237153721629,96.72726751716887,Library,Text Analysis,Asia,Pre-1500,Omeka
31.215787245620646,315.588440531179,9.422253648585059,0.46940498000626163,95.45623932015485,Independent Lab,Digitization,Oceania,1900-2000,TEI
37.49149345551214,708.4642675778803,10.092613100354281,2.259721133328247,94.78761564823668,Museum,Digitization,Oceania,1800-1900,TEI
22.45524869049386,210.33305251041887,9.678679703559178,4.501880126874351,96.81422200100458,Independent Lab,Visualization,Oceania,Pre-1500,Omeka
30.92979296886152,,10.68332183763217,4.923856895498342,96.7773997508746,University,Preservation,Africa,Post-2000,Omeka
32.15650330854212,970.3920213344977,,1.0680491218553945,95.92634595468111,Library,Digitization,Oceania,1900-2000,Voyant Tools
34.867107449386545,103.5662925556242,9.565362892465732,1.383146747130609,95.45653289753129,Independent Lab,Crowdsourcing,Asia,1500-1800,Voyant Tools
24.66325704140959,676.203052928675,8.770549647440257,1.143428565381345,95.94637385188098,Independent Lab,Visualization,Africa,1900-2000,Omeka
23.768913469978617,,8.08554716583732,8.409410090822224,94.97279088077758,Museum,Text Analysis,North America,1500-1800,TEI
32.92512473408449,870.0840644524302,9.985868399382403,6.449240895686469,95.91989197260779,Museum,Digitization,Asia,1900-2000,Python
32.38304456656593,186.13846299671206,10.18737487565658,1.800048993929144,96.31294839306567,Library,Visualization,Asia,1800-1900,R
32.133451500229384,696.3607733083029,9.848791713736794,2.6221284236598645,96.2143294408687,Museum,Visualization,North America,1800-1900,R
32.30676042738488,840.254085664529,10.490343421234817,2.7546655878771817,94.53232535710762,Independent Lab,Preservation,Africa,1800-1900,Voyant Tools
26.874609425107547,945.660264792683,,,95.75187696210978,Independent Lab,Text Analysis,Oceania,1800-1900,Omeka
31.344140348905018,686.8815698366493,9.530346127474514,0.3149080433879512,95.57027751150657,University,Text Analysis,Asia,Post-2000,TEI
32.229624691893406,502.49657929964303,9.548990661342247,1.5644065973856778,,Independent Lab,Text Analysis,North America,Post-2000,TEI
26.93937654546816,622.1666668434018,5.3016653993555085,1.8691646647086975,95.9278893942393,Library,Crowdsourcing,Oceania,1500-1800,Voyant Tools
39.726752053623784,870.7207293899311,9.198757197218827,,95.42399182774322,Archive,Visualization,Africa,Post-2000,Voyant Tools
33.11933399035894,575.4460872872414,,1.1408153624195219,95.75582141334677,University,Crowdsourcing,Asia,1900-2000,Python
24.171728464086755,40.89267069726849,9.04538537526614,4.5803580536273225,95.72386290852039,University,Crowdsourcing,Oceania,1800-1900,R
33.80850348696915,,,0.8281332348345878,95.05180970011726,Library,Visualization,Oceania,Pre-1500,R
25.549767516363392,692.6491539138456,9.191224710735646,1.2687519184772096,95.20284254390246,Library,Text Analysis,Europe,Pre-1500,R
34.87507744011226,680.512216826074,9.250565291726982,2.7127616804122106,97.18460445509221,Museum,Visualization,North America,Pre-1500,Voyant Tools
35.82554054203702,224.50911243924,9.275585426630787,2.783677304414578,94.80862824624712,University,Preservation,Oceania,1900-2000,Python
,663.1767412013306,10.152371744016373,2.5441937847731078,95.31564980707527,Museum,Visualization,Africa,Pre-1500,Omeka
35.67728077672161,400.0448957062169,3.0645467747863098,,95.41443289563738,Independent Lab,Visualization,Europe,Pre-1500,Voyant Tools
32.83980859858249,,7.363675031429804,,95.46509438652808,University,Digitization,Oceania,1500-1800,Python
34.56749683427245,116.37997429421083,8.632438340989788,2.3650635565385842,95.64436457944213,University,Preservation,Oceania,1900-2000,Voyant Tools
39.60433309366974,,9.059633905028296,1.9122626681909614,95.03574487677709,Archive,Digitization,Africa,1900-2000,Omeka
29.291264559485647,999.4555696318599,9.337292000120069,0.3412319073698606,95.92130731997008,University,Text Analysis,Europe,Pre-1500,Omeka
26.546970443712553,57.90678764495047,10.528677882721322,2.066574430927733,95.00290872069203,Independent Lab,Text Analysis,Europe,1900-2000,Python
25.560846456672383,978.0618534061042,,1.0200911515316688,,Museum,Preservation,North America,1500-1800,TEI
26.59505163557281,413.6182635851419,,2.1597871297668227,96.44456165435686,Museum,Crowdsourcing,Oceania,1500-1800,Omeka
29.99391945652948,872.9306160629865,9.335977564134632,2.8375720247841856,95.66218250792103,Archive,Visualization,North America,1800-1900,Omeka
31.806507700183218,,9.479945459570539,0.35645388083345175,95.33702587202554,Independent Lab,Digitization,Europe,1500-1800,Omeka
31.745056322450097,571.7767794947011,10.18948750081158,0.23303767178096157,95.29194829470286,Museum,Preservation,North America,1800-1900,Omeka
34.99775826848012,,5.454326782650335,2.835451209206359,95.96751989635779,Library,Digitization,Africa,Pre-1500,TEI
30.252161901389535,880.1194861791344,6.879585692002035,2.2403873645788597,95.36418396248904,Independent Lab,Visualization,Asia,1800-1900,R
37.53051942038659,,,2.4851743983170014,95.54274326798065,Independent Lab,Crowdsourcing,Africa,1800-1900,R
28.946124063310222,334.3316851712063,9.066384950301101,2.8030672302251625,,Archive,Digitization,Europe,Pre-1500,Omeka
44.5593726500481,671.4080054197489,7.74438300842607,2.861863763469303,95.85659916328697,Museum,Preservation,Africa,1800-1900,TEI
33.471433198925034,810.321266420546,9.985636814685654,5.146306718362287,95.51159354776635,Independent Lab,Visualization,Europe,1500-1800,Voyant Tools
25.898125892118586,765.2016758150496,8.306620557357649,1.1762908320143948,,Museum,Visualization,Africa,Pre-1500,TEI
25.069480390094437,800.3053307496482,10.162235832071964,1.6125654727914027,94.44653785574398,Library,Crowdsourcing,Oceania,1900-2000,Python
32.831455019715925,441.7897370761037,8.484787895038748,,95.59520541985086,Archive,Preservation,Oceania,1800-1900,Voyant Tools
29.634881836770745,819.8121849702713,9.617983491912986,1.2254050116909567,94.67805042945278,Library,Visualization,Africa,1500-1800,R
33.93508045666046,129.06270194270235,7.641037813374326,2.1724700145317275,94.93862646323575,Archive,Digitization,North America,1900-2000,R
32.766780720267725,549.307597965541,6.5336974396747545,0.8612606769389127,95.47161344774193,Independent Lab,Text Analysis,Europe,Pre-1500,TEI
30.086584428215637,16.292119011840356,10.134900654778086,4.755790923451502,94.52778342325038,Archive,Preservation,Oceania,Pre-1500,R
26.33744112785798,331.7177693063676,10.050970625611326,1.606753125467171,,University,Digitization,Europe,Pre-1500,TEI
23.405036328370677,373.4734073063839,4.735466945785543,1.3789816459990238,96.3483796150942,Museum,Crowdsourcing,Oceania,1500-1800,TEI
28.453437151764895,402.97743546056284,9.177471729868929,1.025884159748511,96.05567407387214,Museum,Crowdsourcing,Asia,1900-2000,TEI
35.096184635717364,698.7969721625636,7.068663195702181,0.3709569499487533,94.39028138972222,University,Visualization,Africa,Pre-1500,TEI
31.791284180051022,394.7339442301423,,0.1984510356109072,96.02075559455544,Library,Crowdsourcing,Oceania,1500-1800,TEI
24.575393687440062,454.79714981140535,9.768078322979454,1.416968465270109,94.36582466739796,University,Text Analysis,Africa,Post-2000,Python
31.42124467665591,,10.440209367909885,0.23876659860013524,94.97901222470146,Independent Lab,Digitization,Asia,1500-1800,Python
32.78289563734418,379.8856838071467,9.77657601603742,1.6118141227195386,94.8472003948917,Independent Lab,Preservation,Europe,Post-2000,Python
25.776776033094336,235.80648441811996,,3.5057132181471746,96.41983017632079,Museum,Visualization,Africa,1900-2000,TEI
31.568662987927638,83.0479315088592,9.605524254896437,3.933048288227721,95.36996381714913,Independent Lab,Preservation,Oceania,Pre-1500,R
31.02958560623,608.1793014679641,9.359887041078908,2.3560523841641126,,Museum,Digitization,Asia,Pre-1500,Voyant Tools
24.758135535346884,672.1558235696662,9.131696203886635,1.1393913943140268,95.37144967599427,University,Text Analysis,Oceania,1800-1900,Python
31.798679092841418,,,3.694467076281181,96.3242123343524,University,Digitization,Asia,Pre-1500,Omeka
33.22544330084118,469.2872515528667,7.234853776530279,4.198504997790786,94.89675964753013,University,Digitization,Asia,1900-2000,Omeka
,386.97986790013755,4.1942663547964765,0.7072935782108164,96.12781797659339,Museum,Visualization,Oceania,1500-1800,TEI
,865.112242678707,9.611324986727,2.588520233554461,96.10843442880036,University,Preservation,Africa,1900-2000,Voyant Tools
23.742305144714543,523.9474165317558,7.66648799675397,1.1634596938156014,95.48908495368649,University,Digitization,Europe,Pre-1500,Python
,484.63428773983367,8.42691188444612,2.5841657701269876,95.60053244963657,Library,Digitization,Europe,1500-1800,TEI
,35.62026723677133,8.894170809233007,9.600257812353528,,University,Text Analysis,Asia,1900-2000,R
33.05554995196105,348.1474488781948,,0.6949411039930353,95.04093303682329,Independent Lab,Crowdsourcing,Oceania,Pre-1500,Voyant Tools
32.82621246503024,386.4786043346985,10.440244501843326,4.370056413418547,94.962200559914,Museum,Text Analysis,Asia,Pre-1500,R
50.1221594356736,405.5225443499315,10.817602818370354,,94.81737356267541,Library,Preservation,Europe,Pre-1500,R
32.90216185756584,585.239585495859,,6.431605714281016,,Archive,Preservation,Asia,1800-1900,Omeka
35.776803000202996,538.3809925561097,9.222158955778784,1.5036618679200908,95.84631446807873,Museum,Visualization,Asia,1800-1900,Python
34.933350697766016,611.9958211067102,7.648003060351111,3.817597075293009,96.16304861066574,Independent Lab,Crowdsourcing,Europe,1800-1900,TEI
33.472423581528986,767.772845739507,7.464540395169324,0.7269626762385265,95.11187903666622,Museum,Preservation,Africa,1500-1800,R
,,10.285360986368627,1.3465331771565512,95.42443500098918,Independent Lab,Crowdsourcing,Asia,1900-2000,R
34.633817811366335,,7.407991132394516,0.6430190893622869,95.98609885162497,Independent Lab,Text Analysis,Africa,1500-1800,TEI
26.23217581411214,956.3909320353854,9.552940182997363,,94.94729450792424,Archive,Preservation,Asia,1500-1800,Voyant Tools
,28.565016672498015,8.940253055130842,3.425669433536094,95.72768616124736,Museum,Digitization,Oceania,Pre-1500,TEI
27.832951382854485,204.24137845501065,8.639000146072046,3.6695785297007095,95.90524724763611,Archive,Preservation,Asia,Post-2000,TEI
30.769677277031615,17.5076485011607,6.208740623652837,4.777192411889451,95.84933377602003,Archive,Crowdsourcing,Asia,Post-2000,Python
42.130784321567546,651.469666914357,10.612457573551621,0.7926142386309813,95.03073643819192,Museum,Preservation,North America,Pre-1500,Omeka
21.473689918541258,,9.936666604193265,1.2509937659815327,,University,Visualization,Oceania,Post-2000,R
